Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter ,8: Show respect for students,9: Overall teaching,10: Overall course,,,,,,,,,,,
Spring,2012,"BOCKSTALLER, M. (co-taught)",MSE,27100,ENG MATERLS OF FUTRE,1,Lect,50,91,55%,5.93,3.7,3.96,3.91,3.28,3.93,3.79,4.23,3.45,3.57,,,,,,,,,,,
Spring,2012,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,A,Lect,19,41,46%,5.83,4.11,4.16,4.11,3.58,4.21,3.95,4.53,4.11,4,,,,,,,,,,,
Spring,2012,"HEARD, R. (co-taught)",MSE,27205,MATERIALS CHARACTZTN,A,Lect,18,40,45%,2,4.39,4.39,4.39,4,4.11,4.11,4.61,4.22,4.22,,,,,,,,,,,
Spring,2012,"DEGRAEF, M. (co-taught)",MSE,27205,MATERIALS CHARACTZTN,A,Lect,18,40,45%,2,4.06,4.33,4.39,3.89,4.22,4.11,4.56,4.06,4.28,,,,,,,,,,,
Spring,2012,"PICARD, Y. (co-taught)",MSE,27205,MATERIALS CHARACTZTN,A,Lect,18,40,45%,2,4.22,4.33,4.28,4,4.17,4.22,4.56,4.11,4.22,,,,,,,,,,,
Spring,2012,SRIDHAR SEETHARAMAN,MSE,27216,TRANSPRT IN MATERIAL,A,Lect,23,39,59%,7.22,4.74,4.57,4.68,4.48,4.61,4.83,4.87,4.74,4.7,,,,,,,,,,,
Spring,2012,MICHAEL MCHENRY,MSE,27217,PHASE RELTNS & DIAGM,1,Lect,22,39,56%,8,2.86,3.05,2.86,2.05,2.59,2.32,3.5,2.14,2.36,,,,,,,,,,,
Spring,2012,MICHAEL MCHENRY,MSE,27227,PHASE RELTNS & DIAGM,A,Lect,1,3,33%,8,5,4,4,4,4,3,5,4,4,,,,,,,,,,,
Spring,2012,PAUL SALVADOR,MSE,27323,POWDER PROCESS MATRL,A,Lect,10,19,53%,6.8,4.7,4.8,4.7,4.1,4.6,4.7,4.5,4.6,4.7,,,,,,,,,,,
Spring,2012,PETRUS PISTORIUS,MSE,27357,INTRO TO MATLS SELEC,A3,Lect,8,42,19%,6.88,4.5,3.88,4.5,4,4.5,3.88,4.75,4,3.88,,,,,,,,,,,
Spring,2012,ROBERT HEARD,MSE,27367,SELECT PERFRMC MATRL,A,Lect,21,43,49%,6.86,4.29,3.57,3.62,3.71,4.24,3.29,4.19,3.43,3.52,,,,,,,,,,,
Spring,2012,ELIAS TOWE,MSE,27410,COMPTTNL TECHNQS ENG,A,Lect,11,11,100%,9.36,4.64,4.27,4.18,4,4.64,4.18,4.82,4.64,4.09,,,,,,,,,,,
Spring,2012,ADAM FEINBERG,MSE,27520,SPC TPC TISSUE ENGR,1,Lect,2,3,67%,14,4.5,4,4.5,3,3.5,3.5,4,3.5,3.5,,,,,,,,,,,
Spring,2012,LISA PORTER,MSE,27542,PROC & PROP THIN FLM,A,Lect,26,37,70%,8.13,4.5,4.62,4.69,4.54,4.65,4.46,4.77,4.31,4.54,,,,,,,,,,,
Spring,2012,CHRISTOPHER BETTINGER,MSE,27570,MLC MC-SC PL BIO MED,A,Lect,6,9,67%,8.5,4.33,4.67,4.67,3.83,4.5,4.17,5,4.17,3.83,,,,,,,,,,,
Spring,2012,"LAUGHLIN, D. (co-taught)",MSE,27715,APP MAG & MAG MATRLS,A,Lect,9,17,53%,10,4.67,4.11,4.11,4,4.33,4.22,4.44,4.22,3.89,,,,,,,,,,,
Spring,2012,"MCHENRY, M. (co-taught)",MSE,27715,APP MAG & MAG MATRLS,A,Lect,9,17,53%,10,4.44,4,4,4.22,4.33,4.38,4.56,3.89,3.78,,,,,,,,,,,
Spring,2012,MOHAMMAD ISLAM,MSE,27718,SOFT MATERIALS,A,Lect,17,21,81%,7.12,3.94,3.71,3.59,3.41,3.76,3.76,4.06,3.88,3.76,,,,,,,,,,,
Spring,2012,WARREN GARRISON,MSE,27727,MCHL BEHV EXTM ENVR,A4,Lect,14,24,58%,6.07,4.14,4.07,4.36,3.93,4.36,4.21,4.36,4.07,4,,,,,,,,,,,
Spring,2012,MARC DEGRAEF,MSE,27763,ELECTRON OPTICS,A,Lect,13,16,81%,8.92,4.77,4.69,4.62,4.54,4.85,4.85,4.92,4.77,4.69,,,,,,,,,,,
Spring,2012,"HEARD, R. (co-taught)",MSE,27765,SP TPS: MATRL & SCTY,A3,Lect,12,17,71%,10.75,4,3.5,3.58,3.5,4.25,3.92,4.42,4,3.58,,,,,,,,,,,
Spring,2012,"WHITACRE, J. (co-taught)",MSE,27765,SP TPS: MATRL & SCTY,A3,Lect,12,17,71%,10.18,3.92,3.5,3.58,3.42,4.42,4,4.42,4,3.75,,,,,,,,,,,
Spring,2012,MAREK SKOWRONSKI,MSE,27770,ELECTRON MAG OP PROP,A,Lect,18,21,86%,9.31,4.28,4.28,4.39,4.17,4.72,4.61,4.56,4.44,4.39,,,,,,,,,,,
Spring,2012,DAVID LAUGHLIN,MSE,27782,PHASE TRNS SOLIDS I,A,Lect,18,25,72%,8,4.5,4.33,4.44,4.17,4.61,4.39,4.83,4.39,4.5,,,,,,,,,,,
Spring,2012,MANUEL ROSSO-LLOPART,SV,96702,REQRMNTS ENGINRING,A4,Lect,14,18,78%,12.5,3.14,2.79,2.93,3,2.57,3,4.07,3.14,2.29,,,,,,,,,,,
Spring,2012,PATRICIA COLLINS,SV,96702,REQRMNTS ENGINRING,B4,Lect,11,19,58%,14,3.09,1.73,2.18,2,2.1,1.73,2.27,1.55,1.5,,,,,,,,,,,
Spring,2012,EDWARD KATZ,SV,96705,ARCH AND DESIGN,A3,Lect,6,18,33%,12.5,4.67,4.5,4.67,4.5,4.67,5,4.83,5,4.67,,,,,,,,,,,
Spring,2012,at33,SV,96709,AVDG SW PROJ FAILURE,A3,Lect,1,7,14%,11,3,3,3,4,3,3,4,3,3,,,,,,,,,,,
Spring,2012,EDWARD KATZ,SV,96710,SFTWR ENGNG PRCTCM,A,Lect,5,13,38%,14,4.6,4.6,4.6,4.6,4.4,4.6,4.6,4.4,4.4,,,,,,,,,,,
Spring,2012,PATRICIA COLLINS,SV,96782,PROJECT PROCESS MGMT,A3,Lect,3,22,14%,12,2,1.33,1.33,1.67,1.67,1,1.67,1.33,1.33,,,,,,,,,,,
Spring,2012,GLADYS MERCIER,SV,96782,PROJECT PROCESS MGMT,B3,Lect,4,24,17%,13.25,4.5,4,4.25,5,4.5,4,5,4.75,4.5,,,,,,,,,,,
Spring,2012,Cecile Peraire,SV,96782,PROJECT PROCESS MGMT,C3,Lect,5,18,28%,13.4,4.2,3.4,3.8,3.8,3.4,4,4.8,4,3,,,,,,,,,,,
Spring,2012,GLADYS MERCIER,SV,96783,MNGING SFTWRE PROFES,B4,Lect,10,24,42%,11.3,4.8,4.7,4.7,3.6,4.5,4.4,4.9,4.6,4.1,,,,,,,,,,,
Spring,2012,"BAREISS, E. (co-taught)",SV,96790,SFTWR PRODUCT STRAT,A3,Lect,1,11,9%,8,5,4,4,4,5,4,5,5,4,,,,,,,,,,,
Spring,2012,"WASSERMAN, A. (co-taught)",SV,96790,SFTWR PRODUCT STRAT,A3,Lect,1,11,9%,8,5,4,4,4,5,4,5,5,4,,,,,,,,,,,
Spring,2012,"BAREISS, E. (co-taught)",SV,96791,BUSINESS OF SOFTWARE,A4,Lect,2,11,18%,11,3,3,3,3,3,3,3,3,3,,,,,,,,,,,
Spring,2012,"WASSERMAN, A. (co-taught)",SV,96791,BUSINESS OF SOFTWARE,A4,Lect,2,11,18%,12.5,2.5,2,2.5,2.5,2.5,2.5,2.5,2.5,2,,,,,,,,,,,
Spring,2012,SHERYL ROOT,SV,96808,ORG BEH HGH-TCH KNWL,A4,Lect,8,15,53%,11,4.75,5,5,4.88,5,5,5,4.88,4.88,,,,,,,,,,,
Spring,2012,JOHN EVANS,SV,96809,ENTERPRISE INNOV,A,Lect,8,17,47%,9.13,5,4.75,4.63,4.88,5,4.88,5,4.88,4.63,,,,,,,,,,,
Spring,2012,WENDY FONG,SV,96822,THE MOBILE ECOSYSTEM,A4,Lect,8,13,62%,6.13,4.5,4.38,4.25,4.38,4.25,4.13,4.5,4.38,4.25,,,,,,,,,,,
Spring,2012,at33,SV,96826,DIRECTED RESEARCH,A,Lect,1,2,50%,14,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Spring,2012,at33,SV,96827,IMPROV FOR ENGINEERS,A,Lect,6,8,75%,3.5,4.5,4.83,4.5,4.5,4.5,4.83,4.67,4.5,4.67,,,,,,,,,,,
Spring,2012,at33,SV,96838,SP TPCS SM:CRF SF DV,A4,Lect,9,12,75%,9.67,4.89,4.67,4.67,4.44,4.56,4.44,4.89,4.44,4.44,,,,,,,,,,,
Spring,2012,IAN LANE,SV,96839,SPCL TPCS SIGNL PRCN,A,Lect,1,2,50%,8,4,3,3,4,4,4,5,4,4,,,,,,,,,,,
Spring,2012,"MENGSHOEL, O. (co-taught)",SV,96840,SPCL TPC: SYSTM CNTR,A,Lect,1,3,33%,14,4,5,5,4,4,3,5,3,3,,,,,,,,,,,
Spring,2012,"LOHN, J. (co-taught)",SV,96840,SPCL TPC: SYSTM CNTR,A,Lect,1,3,33%,14,5,5,5,4,4,4,5,4,3,,,,,,,,,,,
Spring,2012,"ZHANG, Y. (co-taught)",SV,96842,SP TPCS IN SGNL PROC,A,Lect,2,3,67%,11,4,4,4.5,4,4,4,4.5,4,4,,,,,,,,,,,
Spring,2012,"MENGSHOEL, O. (co-taught)",SV,96842,SP TPCS IN SGNL PROC,A,Lect,2,3,67%,11,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2012,STEFAN ZAPPE,BMD,42101,INTRODUCTION BIOMED,A,Lect,45,92,49%,5.07,4.16,4.07,3.98,3.76,4.27,3.89,4.76,3.67,3.69,,,,,,,,,,,
Fall,2012,STEFAN ZAPPE,BMD,42201,PRO ISSUES IN BIOMED,A,Lect,20,28,71%,2.16,4,3.5,3.6,3.55,3.85,3.6,4.35,3.58,3.35,,,,,,,,,,,
Fall,2012,PHIL CAMPBELL,BMD,42202,PHYSIOLOGY,A,Lect,59,88,67%,7.95,4.59,4.64,4.63,4.29,4.78,4.53,4.76,4.73,4.56,,,,,,,,,,,
Fall,2012,CONRAD ZAPANTA,BMD,42203,BIOMED ENG LAB,A,Lect,9,10,90%,10.67,4.67,4.67,4.89,4.11,4.67,4.44,4.78,4.56,4.44,,,,,,,,,,,
Fall,2012,CONRAD ZAPANTA,BMD,42203,BIOMED ENG LAB,B,Lect,15,18,83%,10.2,4.6,4.6,4.73,4.27,4.67,4.8,4.93,4.73,4.53,,,,,,,,,,,
Fall,2012,TODD PRZYBYCIEN,BMD,42321,CELL MOLEC BIOTECH,1,Lect,11,14,79%,11,4.64,4.55,4.36,4.36,4.91,4.27,4.91,4.27,4.45,,,,,,,,,,,
Fall,2012,"DAHL, K. (co-taught)",BMD,42341,INTRO BIOMECHANICS,A,Lect,16,18,89%,8,4.12,3.65,3.88,3.59,4.24,4,4.41,4,3.53,,,,,,,,,,,
Fall,2012,"ZAPANTA, C. (co-taught)",BMD,42341,INTRO BIOMECHANICS,A,Lect,16,18,89%,7.81,4.35,3.88,3.88,3.82,4.18,3.65,4.71,3.94,3.06,,,,,,,,,,,
Fall,2012,CONRAD ZAPANTA,BMD,42401,FNDTN OF BME DESIGN,A,Lect,52,75,69%,5.41,4.31,3.96,4.02,3.92,4.2,4.04,4.67,4.2,3.71,,,,,,,,,,,
Fall,2012,CHRISTOPHER BETTINGER,BMD,42411,INTRO MOLECLR BIOMAT,A,Lect,3,7,43%,9,4.33,4.67,4.67,3.33,4.67,4,4.67,4,4,,,,,,,,,,,
Fall,2012,JEFFREY HOLLINGER,BMD,42419,BIOMTRL HOST INTRACT,1,Lect,30,42,71%,9.03,4.7,4.6,4.73,4.53,4.87,4.77,4.67,4.53,4.6,,,,,,,,,,,
Fall,2012,GUSTAVO ROHDE,BMD,42431,INT BIO IMG & IM ANA,A,Lect,6,9,67%,9.2,4.83,5,4.67,4.67,4.83,4.83,5,5,4.83,,,,,,,,,,,
Fall,2012,DENNIS TRUMBLE,BMD,42444,MEDICAL DEVICES,A,Lect,9,11,82%,6.67,4.78,4.78,4.44,4.22,4.44,4.44,4.78,4.56,4.33,,,,,,,,,,,
Fall,2012,MARK FRIEDMAN,BMD,42447,REHABTATN ENGINEERG,A,Lect,8,11,73%,4.5,3.75,2.63,2.88,3.13,4.25,4,4,3.38,3.63,,,,,,,,,,,
Fall,2012,CHRISTOPHER BETTINGER,BMD,42611,INTRO MOLECLR BIOMAT,A,Lect,11,14,79%,10.73,4.82,4.73,4.4,4.64,4.91,4.27,5,4.55,4.55,,,,,,,,,,,
Fall,2012,GE YANG,BMD,42620,ENG MLC CELL BIOLOGY,A,Lect,18,24,75%,11.17,3.94,3.56,3.72,4,4,4.11,4.17,3.83,3.78,,,,,,,,,,,
Fall,2012,METIN SITTI,BMD,42641,BIO-INSPIRED ROBTCS,A,Lect,11,11,100%,8.82,4,4.18,3.82,3.09,4.36,3.91,4.45,4,4,,,,,,,,,,,
Fall,2012,JAMES BURGESS,BMD,42660,SURGERY ENGINEERS,A,Lect,11,21,52%,5.82,3.18,2.18,2.45,3,3.09,3,3.36,2.73,3,,,,,,,,,,,
Fall,2012,NEWELL WASHBURN,BMD,42699,SPECIAL TOPICS,A,Lect,13,20,65%,8,4.38,4,4.15,3.92,4.38,4.23,4.69,4.31,4.23,,,,,,,,,,,
Fall,2012,STEVEN CHASE,BMD,42699,SPECIAL TOPICS,B,Lect,4,4,100%,11.75,4.5,4.5,4.75,4.25,5,4.5,4.5,4.75,4.25,,,,,,,,,,,
Fall,2012,MATTHEW QUIGLEY,BMD,42699,SPECIAL TOPICS,C,Lect,5,5,100%,7.4,4,3.6,3.8,3,3.8,3.2,4.8,3.4,3.4,,,,,,,,,,,
Fall,2012,JELENA KOVACEVIC,BMD,42703,WAVELTS & MULTRESLTN,A,Lect,7,7,100%,11,4.86,4.71,4.71,4.57,4.71,4.86,5,5,4.86,,,,,,,,,,,
Fall,2012,DENNIS TRUMBLE,BMD,42744,MEDICAL DEVICES,A,Lect,15,21,71%,7.8,4.73,4.4,4.4,4.36,4.53,4.4,4.8,4.4,4.33,,,,,,,,,,,
Fall,2012,MARK FRIEDMAN,BMD,42747,REHABILITATION ENGNG,A,Lect,5,8,63%,4.4,3.8,2.6,3,2.6,4.4,3.6,4.2,2.6,2.4,,,,,,,,,,,
Fall,2012,SEMIHA ERGAN,CEE,12744,AIS SYSTM PROJ PREP,A2,Lect,19,25,76%,7.68,3.74,3.42,3.68,3.74,3.74,3.89,4.16,3.84,3.63,,,,,,,,,,,
Fall,2012,NESTOR GOMEZ,CEE,12746,SPECIAL TOPICS,A1,Lect,7,15,47%,12.29,4.43,3.57,3.29,3.57,3,3.14,4.43,2.86,3.14,,,,,,,,,,,
Fall,2012,PETER ADAMS,CEE,12751,ADV TPCS AIR QUALITY,A,Lect,7,14,50%,11.86,4.57,4.57,4.71,3.86,4.29,4.29,4.86,4.57,4.29,,,,,,,,,,,
Fall,2012,JACOBO BIELAK,CEE,12755,FINITE ELEM MECH I,A,Lect,21,21,100%,12.2,4.9,4.86,4.9,4.81,4.86,4.9,4.9,4.9,4.9,,,,,,,,,,,
Fall,2012,AMIT ACHARYA,CEE,12772,INELASTICITY,A,Lect,5,5,100%,9.2,4.6,4.6,4.6,4.4,4.8,4.6,4.8,4.8,4.8,,,,,,,,,,,
Fall,2012,JANEL MILLER,CEE,12798,SP TPCS TCHL COMMCTN,A,Lect,36,48,75%,2.88,4.72,4.57,4.67,4.63,4.69,4.72,4.78,4.64,4.63,,,,,,,,,,,
Fall,2012,"VANBRIESEN, J. (co-taught)",CEE,FA14-12-100,INTRO CIV & ENV ENG,A,Lect,57,70,81%,6.26,4.14,4,4.07,3.7,4.18,3.95,4.42,3.93,3.44,,,,,,,,,,,
Fall,2012,"THOMPSON, J. (co-taught)",CEE,FA14-12-100,INTRO CIV & ENV ENG,A,Lect,57,70,81%,6.63,3.34,2.91,3.07,2.89,3.61,3.11,3.12,2.89,3.12,,,,,,,,,,,
Fall,2012,IRVING OPPENHEIM,CEE,FA14-12-212,STATICS,A,Lect,31,45,69%,7.13,4.06,4.35,4.32,3.77,4.19,4.35,4.35,4.16,4,,,,,,,,,,,
Fall,2012,"GARRETT, J. (co-taught)",CEE,FA14-12-301,CIVIL ENVMTL ENG PRJ,A,Lect,36,53,68%,7.67,4.11,3.5,3.67,3.72,4.29,3.89,4.56,3.97,3.14,,,,,,,,,,,
Fall,2012,"COFFELT, D. (co-taught)",CEE,FA14-12-301,CIVIL ENVMTL ENG PRJ,A,Lect,36,53,68%,7.57,4.12,3.46,3.77,3.76,4.29,3.94,4.39,3.82,3.14,,,,,,,,,,,
Fall,2012,"MILLER, J. (co-taught)",CEE,FA14-12-301,CIVIL ENVMTL ENG PRJ,A,Lect,36,53,68%,7.91,4.48,3.76,4,4.38,4.21,4.03,4.48,4.24,3.03,,,,,,,,,,,
Fall,2012,"THOMPSON, J. (co-taught)",CEE,FA14-12-301,CIVIL ENVMTL ENG PRJ,A,Lect,36,53,68%,7.91,3.26,2.71,3.06,2.76,3.56,3.21,3,2.79,2.97,,,,,,,,,,,
Fall,2012,CRAIG MALONEY,CEE,FA14-12-335,SOIL MECHANICS,A,Lect,39,54,72%,7.76,3.97,3.85,3.77,3.74,4,3.79,3.77,3.59,3.61,,,,,,,,,,,
Fall,2012,LAWRENCE CARTWRIGHT,CEE,FA14-12-336,SOIL MECHANICS LABTY,A,Lect,30,45,67%,4.07,4.77,4.8,4.73,4.67,4.87,4.77,4.87,4.83,4.73,,,,,,,,,,,
Fall,2012,KELVIN GREGORY,CEE,FA14-12-355,FLUID MECHANICS,A,Lect,37,56,66%,7.68,4.51,4.51,4.51,4.19,4.65,4.68,4.59,4.62,4.57,,,,,,,,,,,
Fall,2012,DANIEL BUDNY,CEE,FA14-12-355,FLUID MECHANICS,B,Lect,16,16,100%,8,5,4.88,5,4.94,5,4.94,4.81,4.94,4.81,,,,,,,,,,,
Fall,2012,KELVIN GREGORY,CEE,FA14-12-356,FLUID MECHANICS LAB,A,Lect,34,53,64%,5.18,4.38,4.41,4.47,4.15,4.59,4.47,4.59,4.56,4.41,,,,,,,,,,,
Fall,2012,"CARTWRIGHT, L. (co-taught)",CEE,FA14-12-401,CIV & ENVIR ENG DES,A,Lect,26,42,62%,12.5,4.58,3.73,4.27,3.73,4.5,4.35,4.54,4.46,3.96,,,,,,,,,,,
Fall,2012,"THOMPSON, J. (co-taught)",CEE,FA14-12-401,CIV & ENVIR ENG DES,A,Lect,26,42,62%,12.5,3.96,3.12,3.46,3.04,3.81,3.46,3.27,3.23,3.58,,,,,,,,,,,
Fall,2012,"ERGAN, S. (co-taught)",CEE,FA14-12-411,PRJ MANGMT CONSTRCTN,A,Lect,44,78,56%,6.67,3.77,3.64,3.66,3.41,3.91,3.61,4.16,3.48,3.41,,,,,,,,,,,
Fall,2012,"AKINCI, B. (co-taught)",CEE,FA14-12-411,PRJ MANGMT CONSTRCTN,A,Lect,44,78,56%,6.8,3.98,3.88,3.88,3.7,4.19,3.86,4.31,3.74,3.53,,,,,,,,,,,
Fall,2012,JAMES GARRETT,CEE,FA14-12-421,ENGINEERNG ECONOMICS,A1,Lect,41,68,60%,11.59,4.68,4.56,4.58,4.49,4.71,4.46,4.8,4.59,4.47,,,,,,,,,,,
Fall,2012,KRISTEN KURLAND,CEE,FA14-12-600,AUTOCAD,A2,Lect,33,49,67%,4.09,4.39,4.48,4.55,4.03,4.24,4.39,4.61,4.5,4.36,,,,,,,,,,,
Fall,2012,NORMA BAZAN-ARIAS,CEE,FA14-12-635,STRUCTURAL ANALYSIS,A,Lect,9,18,50%,11.67,4.67,4.67,4.56,4.44,4.56,4.33,5,4.33,4.11,,,,,,,,,,,
Fall,2012,ENRIQUE BAZAN,CEE,FA14-12-636,GEOTECHNICAL ENGINR,A,Lect,8,16,50%,5.38,4.25,3.25,3.5,2.88,4.63,3.75,4.5,3.38,3.38,,,,,,,,,,,
Fall,2012,PETER ADAMS,CEE,FA14-12-651,AIR QUALITY ENGIN,A,Lect,12,15,80%,9,4.5,4.17,4.25,4,4.08,4.42,4.83,4.58,4.17,,,,,,,,,,,
Fall,2012,ROBERT REID,CEE,FA14-12-701,MTHMTCL TCH ENGNG,A,Lect,5,6,83%,9.2,4.8,4.8,4.8,4.2,4.6,4.4,4.8,4.6,4.2,,,,,,,,,,,
Fall,2012,WILSON,CEE,FA14-12-702,FND WATER QUALTY ENG,A,Lect,29,31,94%,8.64,4.31,4.03,4.03,4.21,4.21,3.9,4.62,3.83,3.97,,,,,,,,,,,
Fall,2012,ANIRBAN JANA,CEE,FA14-12-703,NUMERCL MTHD ENGING,A,Lect,10,10,100%,11.6,4.4,4.1,4.4,4.3,4.7,4.3,4.8,4.1,4.3,,,,,,,,,,,
Fall,2012,MITCHELL SMALL,CEE,FA14-12-704,PR EST MTHD ENG SYS,A,Lect,64,82,78%,9.57,3.92,3.88,3.83,3.78,4.11,4.08,4.55,3.98,3.95,,,,,,,,,,,
Fall,2012,H SCOTT MATTHEWS,CEE,FA14-12-706,CIV SYS INV PLN PRCE,A,Lect,40,53,75%,13.08,4.6,4.55,4.6,4.55,4.58,4.63,4.5,4.65,4.58,,,,,,,,,,,
Fall,2012,H SCOTT MATTHEWS,CEE,FA14-12-706,CIV SYS INV PLN PRCE,B,Lect,7,9,78%,12,4.29,4.57,4.57,4.57,4.57,4.57,4.43,4.71,4.86,,,,,,,,,,,
Fall,2012,CHRIS HENDRICKSON,CEE,FA14-12-712,INTRO SUSTNBL ENGRG,A,Lect,46,65,71%,7.33,4.15,4.26,4.3,3.96,4.37,4.24,4.54,4.17,4.09,,,,,,,,,,,
Fall,2012,DAVID DZOMBAK,CEE,FA14-12-720,WATER RESOURCE CHEM,A,Lect,34,41,83%,8.18,4.76,4.76,4.79,4.68,4.79,4.76,4.85,4.76,4.68,,,,,,,,,,,
Fall,2012,GREGORY LOWRY,CEE,FA14-12-725,FTE TRNS PHSCHM PROC,A,Lect,26,29,90%,11.84,4.5,4.38,4.46,4.27,4.65,4.42,4.5,4.38,4.5,,,,,,,,,,,
Fall,2012,MARIO BERGES,CEE,FA14-12-740,DATA ACQUISITION,A1,Lect,42,58,72%,10.79,4.55,4.26,4.45,4.4,4.4,4.14,4.6,4.36,4.17,,,,,,,,,,,
Fall,2012,NESTOR GOMEZ,CEE,FA14-12-741,DATA MANAGEMENT,A2,Lect,51,68,75%,9.5,4.37,3.73,3.86,3.88,4.06,3.63,4.58,3.63,3.78,,,,,,,,,,,
Fall,2012,KATHARINE FLYNN,CEE,FA14-12-747,SP TP: SUSTNBL BLDG,A1,Lect,27,45,60%,7,4.19,4.3,4.26,4.07,4.37,4.26,4.56,4.11,4.11,,,,,,,,,,,
Fall,2012,GERRY MATTERN,CEE,FA14-12-748,SP TPC MCH EL SY DES,A2,Lect,29,41,71%,5.96,4.86,4.31,4.45,4.31,4.66,4.62,4.76,4.41,4.34,,,,,,,,,,,
Fall,2012,CARMEL MAJIDI,CEE,FA14-12-775,INTRO SLD MECHANICS,A,Lect,17,18,94%,8.71,4.71,4.59,4.71,4.71,4.76,4.71,4.82,4.71,4.65,,,,,,,,,,,
Fall,2012,KAUSHIK DAYAL,CEE,FA14-12-784,SP TP:AD ML MD CM EN,A,Lect,6,7,86%,6.5,4.83,4.5,4.83,4.5,4.83,4.83,4.83,4.83,4.67,,,,,,,,,,,
Fall,2012,GREGORY LOWRY,CEE,FA14-12-794,GRADUATE SEMINAR,A,Lect,74,107,69%,2.78,4.38,4.33,4.36,4.18,4.34,4.2,4.36,4.33,4.21,,,,,,,,,,,
Fall,2012,BURCU AKINCI,CEE,FA14-12-794,GRADUATE SEMINAR,B,Lect,56,88,64%,2.6,4.02,3.91,3.89,3.77,3.8,3.98,4.06,3.98,3.96,,,,,,,,,,,
Fall,2012,AMIT ACHARYA,CEE,FA14-12-794,GRADUATE SEMINAR,C,Lect,20,24,83%,2,4.15,4.1,4.1,4.05,4.1,4.15,4.45,4.15,4.05,,,,,,,,,,,
Fall,2012,JEANNE VANBRIESEN,CEE,FA14-12-794,GRADUATE SEMINAR,E,Lect,2,3,67%,2,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2012,KRIS DAHL,CHE,6100,INTRO TO CHEM ENGR,1,Lect,48,73,66%,10.17,3.96,3.81,3.85,3.58,4.38,3.64,4.06,3.74,3.75,,,,,,,,,,,
Fall,2012,RAJ CHAKRABARTI,CHE,6221,THERMODYNAMICS,A,Lect,52,78,67%,7.94,4.25,3.67,3.85,3.83,3.83,3.85,4.25,3.57,3.55,,,,,,,,,,,
Fall,2012,ANDREW GELLMAN,CHE,6222,SOPH CHEM ENGNRG SEM,A,Lect,40,74,54%,2.49,4.28,4.5,4.58,3.98,4.25,4.17,4.44,4.23,3.9,,,,,,,,,,,
Fall,2012,MICHAEL DOMACH,CHE,6321,CHEM ENGR THERMDYNMC,A,Lect,41,74,55%,6.69,4.29,3.73,3.88,3.63,4.12,3.83,4.59,3.78,3.63,,,,,,,,,,,
Fall,2012,B ERIK YDSTIE,CHE,6322,JUNIOR CHEM ENG SEMR,A,Lect,22,42,52%,2,4.14,4.5,4.45,4.18,4.18,4.27,4.45,4.36,4.23,,,,,,,,,,,
Fall,2012,"ANNA, S. (co-taught)",CHE,6323,HEAT & MASS TRANSFER,A,Lect,44,72,61%,8.63,4.66,4.73,4.7,4.34,4.73,4.73,4.75,4.7,4.43,,,,,,,,,,,
Fall,2012,"STEPPAN, S. (co-taught)",CHE,6323,HEAT & MASS TRANSFER,A,Lect,44,72,61%,8.63,4.3,4.2,4.18,3.82,3.89,3.57,4.44,3.59,4.12,,,,,,,,,,,
Fall,2012,IGNACIO GROSSMANN,CHE,6421,CHEM PROCS SYS DESGN,A,Lect,41,76,54%,13.27,4.2,4.27,4.32,3.93,4.44,4.29,4.41,3.98,4.07,,,,,,,,,,,
Fall,2012,B ERIK YDSTIE,CHE,6423,UNIT OPERATIONS LAB,1,Lect,39,74,53%,9.92,3.03,2.74,2.82,2.74,2.95,2.67,3.69,3.05,2.89,,,,,,,,,,,
Fall,2012,ROSEMARY FROLLINI,CHE,6426,EXP COLLD SURFC SCI,A,Lect,4,7,57%,9.5,4,4.75,4.5,4.25,4.25,4.25,4.25,4,4,,,,,,,,,,,
Fall,2012,JEFF SIIROLA,CHE,6500,SPECIAL TOPICS,A,Lect,18,29,62%,5.88,4.83,4.72,4.56,4.67,4.61,4.61,4.89,4.88,4.72,,,,,,,,,,,
Fall,2012,LORENZ BIEGLER,CHE,6606,COMP MTH L SC PR DS,A,Lect,11,12,92%,11.55,4.82,4.55,4.64,4.36,4.73,4.36,4.91,4.45,4.64,,,,,,,,,,,
Fall,2012,"SCHNEIDER, J. (co-taught)",CHE,6608,SAFTY IN SCI/ENG PRA,A,Lect,51,72,71%,2.27,4.45,4.55,4.52,4.25,4.52,4.5,4.61,4.41,4.36,,,,,,,,,,,
Fall,2012,"MILLER, J. (co-taught)",CHE,6608,SAFTY IN SCI/ENG PRA,A,Lect,51,72,71%,2.31,4.66,4.66,4.68,4.52,4.72,4.63,4.73,4.65,4.49,,,,,,,,,,,
Fall,2012,TOMASZ KOWALEWSKI,CHE,6609,PHYS CHEM MACROMOL,A,Lect,20,28,71%,6.95,3.95,3.74,3.75,3.25,3.85,3.55,4.4,3.35,3.3,,,,,,,,,,,
