Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 8,1 : Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter ,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2016,BEIBEI LI,PROJECT,95720,INFO SYSTEMS PROJECT,P,Lect,4,5,80%,11.75,4.75,4.75,5,4.75,4.75,5,4.75,4.75,5,
Spring,2016,ROBERT BRICHACEK,PROJECT,95720,INFO SYSTEMS PROJECT,Q,Lect,3,5,60%,12.33,4,4,4,3.67,3.67,4,4.67,3.33,3.67,
Spring,2016,SAKIR YUCEL,PROJECT,95720,INFO SYSTEMS PROJECT,R,Lect,4,4,100%,16.5,4.75,4.5,4.5,4.25,4.5,4.5,5,4.75,4.5,
Spring,2016,CHRISTOPHER KOWALSKY,PROJECT,95720,INFO SYSTEMS PROJECT,S,Lect,5,5,100%,22,4.4,4.2,3.8,3.8,4,3.8,4.6,3.8,3.4,
Spring,2016,CHRISTOPHER KOWALSKY,PROJECT,95720,INFO SYSTEMS PROJECT,T,Lect,4,5,80%,22.5,4.5,5,4.75,4.75,4.5,4.5,5,4.75,4.5,
Spring,2016,STEFAN LABASH,PROJECT,95720,INFO SYSTEMS PROJECT,U,Lect,2,5,40%,14,5,5,5,5,5,5,5,5,5,
Spring,2016,RYAN SMALLEY,PROJECT,95720,INFO SYSTEMS PROJECT,V,Lect,5,5,100%,11,5,5,5,5,5,5,5,5,5,
Spring,2016,DAVID LASSMAN,PROJECT,95720,INFO SYSTEMS PROJECT,W,Lect,2,4,50%,24,5,5,5,5,5,5,5,5,5,
Spring,2016,JON NEHLSEN,PROJECT,95720,INFO SYSTEMS PROJECT,X,Lect,3,4,75%,14,5,5,5,5,5,5,5,5,5,
Spring,2016,PAWAN KHERA,PROJECT,95720,INFO SYSTEMS PROJECT,Y,Lect,3,5,60%,18.67,4.33,4,4,4.33,4.33,4.33,4.33,4.33,4.33,
Spring,2016,PHILIP SCOLIERI,PROJECT,95720,INFO SYSTEMS PROJECT,ZZ,Lect,1,2,50%,5,5,5,5,5,5,5,5,5,,
Spring,2016,BRETT DANAHER,PROJECT,95721,INF SYS RRCH PRACTM,A,Lect,3,5,60%,13,4.33,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,
Spring,2016,BRETT DANAHER,PROJECT,95721,INF SYS RRCH PRACTM,B,Lect,2,6,33%,9.5,4.5,4.5,4.5,4.5,5,5,4,4.5,4.5,
Spring,2016,NEELAM DWIVEDI,PROJECT,95727,APP INF SYS PRAC,A,Lect,2,4,50%,17,4.5,4.5,4.5,5,4,5,5,5,5,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,
,2016,,,,Year of 2016,,,87,127,69%,9.73,4.63,4.63,4.63,4.54,4.62,4.66,4.82,4.64,4.55,
Spring,2016,STEPHEN SCHMID,HC,94700,ORGNZTNL DSGN & IMPL,K4,Lect,15,19,79%,6.2,4.2,4.13,4.07,4.07,4.2,4.13,4.67,4.2,3.93,
Spring,2016,JANUSZ SZCZYPULA,ISM,95796,STATS FOR IT MANAGER,K3,Lect,25,37,68%,10.29,4.88,4.96,4.92,4.84,4.72,4.88,4.96,4.92,4.84,
Spring,2016,JANUSZ SZCZYPULA,ISM,95796,STATS FOR IT MANAGER,L3,Lect,14,24,58%,11.64,4.79,4.79,4.86,4.86,4.93,4.93,4.93,4.93,4.86,
Spring,2016,JANUSZ SZCZYPULA,ISM,95796,STATS FOR IT MANAGER,M3,Lect,25,33,76%,9.48,4.72,4.76,4.8,4.64,4.88,4.84,4.92,4.76,4.68,
Spring,2016,rladhani,ISM,95796,STATS FOR IT MANAGER,Z3,Lect,8,14,57%,12,4.13,3.88,3.88,3.63,3.75,3.88,4.13,3.75,3.88,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 8,1 : Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
,2015,,,,Year of 2015,,,10171,13571,75%,,9.51,4.32,4.19,4.23,4.01,4.33,4.22,4.51,4.18,4.08
Summer,2015,EDWARD BARR,HC,94702,PROFESSIONAL WRITING,M6,Lect,16,28,57%,,8.38,4.25,3.5,3.75,3.63,4.38,4.25,4.56,4.06,3.63
Summer,2015,EDWARD BARR,HC,94702,PROFESSIONAL WRITING,N6,Lect,18,27,67%,,11.28,4.56,4.5,4.5,4.33,4.61,4.5,4.78,4.44,4.33
Summer,2015,EDWARD BARR,HC,94702,PROFESSIONAL WRITING,O6,Lect,12,29,41%,,8.75,4.42,4.08,4.25,3.92,4.25,4.25,4.64,4,3.75
Summer,2015,JARED SIMMER,HC,94800,NEGOTIATION,M6,Lect,14,20,70%,,9.29,4.71,4.57,4.71,4.5,4.85,4.64,4.71,4.64,4.79
Summer,2015,MELISSA MARTIN,HC,94801,ACTING FOR MANGEMNT,M6,Lect,9,11,82%,,6.67,4.56,4.56,4.44,4.44,4.56,4.56,4.67,4.67,4.56
Summer,2015,KRISTEN KURLAND,HC,94802,GEOGRPHC INFO SYSTEM,Z,Lect,13,15,87%,,13.64,5,4.92,4.92,5,4.92,4.92,5,5,4.77
Summer,2015,TIMOTHY ZAK,HC,94811,STRATEGY DEVELOPMENT,Z6,Lect,14,21,67%,,10.57,3.93,3.93,3.93,2.71,3.86,4.14,4.29,3.93,3.57
Summer,2015,CANZATA CASTLEBERRY-SINGLETON,HC,94821,DVSTY MNGMT INTG LDS,M5,Lect,20,26,77%,,6.05,4.15,4.05,4.05,3.55,4.5,4.15,4.55,4,3.95
Summer,2015,MATTHEW HANNIGAN,HC,94824,CRTG RESLTS ORNT PRG,M6,Lect,11,14,79%,,6.5,4.64,4.73,4.64,4.36,4.55,4.55,4.82,4.55,4.55
Summer,2015,SUMIT CHOWDHURY,HC,94861,SMART CITY,M5,Lect,16,24,67%,,10.31,4.63,2.81,3.75,3.31,4.75,4.06,4.94,4,3.81
Summer,2015,STEPHEN SCHMID,HC,94862,ORG PROCESS IMPROVE,K6,Lect,5,8,63%,,7,4.6,4.4,4.2,4.4,4.4,4.4,4.6,4.4,4.4
Summer,2015,JANUSZ SZCZYPULA,ISM,95703,DATABASE MANAGEMENT,M,Lect,22,36,61%,,13,4.86,4.86,4.91,4.64,4.64,4.82,4.73,4.76,4.59
Summer,2015,JANUSZ SZCZYPULA,ISM,95703,DATABASE MANAGEMENT,N,Lect,19,37,51%,,11.63,4.21,4.37,4.32,3.89,3.89,4.26,4.5,4.32,4
Summer,2015,SAKIR YUCEL,ISM,95705,TELECOMMNCTNS MNGMNT,Z,Lect,19,27,70%,,14.95,4.79,4.74,4.68,4.63,4.74,4.74,4.84,4.68,4.63
Summer,2015,vmarotta,ISM,95710,ECONOMIC ANALYSIS,Z6,Lect,21,29,72%,,12.3,4.14,4.33,4.19,4.05,4.1,4.1,4.57,4.14,4.1
Summer,2015,STEPHEN ROEHRIG,ISM,95712,OBJ ORIENT PRG JAVA,M,Lect,20,38,53%,,16.2,4.45,4.4,4.55,4.2,4.65,4.6,4.55,4.45,4.45
Summer,2015,STEPHEN ROEHRIG,ISM,95712,OBJ ORIENT PRG JAVA,N,Lect,18,34,53%,,13.87,4.56,4.5,4.5,4,4.56,4.56,4.56,4.67,4.59
Summer,2015,LYNNE PASTOR,ISM,95715,FINANCIAL ACCOUNTING,M5,Lect,31,38,82%,,12.81,3.97,4.5,4.58,3.68,4.45,4.19,4.55,4.13,4.1
Summer,2015,LYNNE PASTOR,ISM,95715,FINANCIAL ACCOUNTING,N5,Lect,33,38,87%,,12.28,4.33,4.55,4.45,4,4.42,4.39,4.58,4.36,4.39
Summer,2015,LYNNE PASTOR,ISM,95715,FINANCIAL ACCOUNTING,Z5,Lect,16,29,55%,,9,4.31,4.31,4.38,4.2,4.31,4.56,4.38,4.44,4.13
Summer,2015,LYNNE PASTOR,ISM,95716,PRINCIPLS OF FINANCE,M6,Lect,22,39,56%,,8.47,4.32,4.68,4.59,4.09,4.68,4.59,4.5,4.41,4.5
Summer,2015,LYNNE PASTOR,ISM,95716,PRINCIPLS OF FINANCE,N6,Lect,22,41,54%,,10.9,4.45,4.73,4.55,4.23,4.64,4.77,4.59,4.59,4.45
Summer,2015,LYNNE PASTOR,ISM,95716,PRINCIPLS OF FINANCE,Z6,Lect,16,28,57%,,8.38,4.13,4.13,4.31,3.94,4.25,4.44,4.38,4.31,4.13
Summer,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,M6,Lect,6,12,50%,,6,4.5,4.17,4.33,4.67,4.5,4.5,4.83,4.5,4
Summer,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,N6,Lect,8,11,73%,,8,4.13,4.25,4.38,4.25,4.63,4.38,4.63,4.25,4.25
Summer,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,O6,Lect,7,15,47%,,7,3.57,4,3.86,3.86,3.86,4,4.29,3.86,3.71
Summer,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,P6,Lect,4,12,33%,,5.75,4.5,4.5,4.75,4.5,4.5,4.5,4.5,4.5,4.25
Summer,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,Q6,Lect,7,13,54%,,9.67,4.14,4,4.17,4.43,4.43,4.43,4.29,4.43,3.71
Summer,2015,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,U6,Lect,9,15,60%,,9,4.11,3.67,3.67,4.44,4.11,4,4.11,4,3.56
Summer,2015,RIAZ ESMAIL ZADEH,ISM,95730,E-BUS TECH & MGMT,K,Lect,6,10,60%,,12.8,4.67,4.67,4.5,4.17,4.67,4.5,4.83,4.5,4.33
Summer,2015,STEPHEN ROEHRIG,ISM,95760,DCSN MKG UNCERTAINTY,K6,Lect,10,14,71%,,12,3,3.1,3.3,2.7,3.2,2.56,3.5,2.9,2.3
Summer,2015,STEPHEN ROEHRIG,ISM,95760,DCSN MKG UNCERTAINTY,M6,Lect,28,39,72%,,10.93,4.57,4.61,4.61,4,4.57,4.57,4.57,4.61,4.39
Summer,2015,ABHIJIT DUTT,ISM,95760,DCSN MKG UNCERTAINTY,Z6,Lect,22,34,65%,,15.82,3.41,3.36,3.59,3.14,3.27,3.18,3.82,3.27,3.36
Summer,2015,BRAD MYERS,ISM,95763,INTRO HCI FOR TCH EX,Z5,Lect,7,11,64%,,16.43,4.43,4.71,4.71,4.29,4.86,4.57,4.57,4.71,4.71
Summer,2015,TIMOTHY SHIMEALL,ISM,95768,DEFENSIVE HACKING,Z,Lect,22,26,85%,,8.71,2.82,2.82,3.05,2.18,3.27,3.05,3.55,2.59,2.5
Summer,2015,KARYN MOORE,ISM,95774,BUSINESS PROCESS MDL,Z5,Lect,20,30,67%,,12.85,4.8,4.7,4.6,4.7,4.7,4.75,4.8,4.8,4.7
Summer,2015,JEREMY SMITH,ISM,95781,ADVD DATABASE TOPICS,Z5,Lect,8,11,73%,,9.13,4.63,4.63,4.63,4.63,4.5,4.63,4.75,4.57,4.38
Summer,2015,MARK DESANTIS,ISM,95794,TCH STARTUP TLS TCHN,M6,Lect,9,14,64%,,7,4.78,4.33,4.56,4.11,4.67,4.78,4.89,4.22,4.44
Summer,2015,STACEY SABO,ISM,95807,OBJCT-ORNTD PROG JAV,Z,Lect,12,15,80%,,13.25,4.36,4.09,4.27,4,4.36,3.82,4.5,4.45,3.92
Summer,2015,SUMMER FOWLER,ISM,95808,IT PROJECT MANAGEMNT,M5,Lect,23,26,88%,,8.13,4.48,4.48,4.13,3.83,4.39,4.17,4.83,4.35,4.09
Summer,2015,RAKESH THAPAR,ISM,95808,IT PROJECT MANAGEMNT,Z6,Lect,9,12,75%,,13.11,4.33,3.78,3.89,3.78,4.44,4,4.67,4.33,3.67
Summer,2015,DON TAYLOR,ISM,95868,EXPG VISUALZG DATA,Z5,Lect,17,22,77%,,12.67,4.71,4.76,4.76,4.41,4.53,4.44,4.71,4.5,4.59
Summer,2015,PAWAN KHERA,ISM,95872,ART & SCI BUS ANALY,Z6,Lect,18,25,72%,,11.82,3.5,3.44,3.39,3.39,3.56,3.78,4.17,3.61,3.44
Summer,2015,BETH WALTER,PMP,91718,STRA PRESNTATN SKLLS,M6,Lect,9,10,90%,,9.67,4.22,3.67,3.89,4.11,3.56,3.44,4,3.56,3.44
Summer,2015,BETH WALTER,PMP,91718,STRA PRESNTATN SKLLS,N5,Lect,7,8,88%,,8.86,4.33,3.43,3.71,3.86,3.86,3.29,3.86,3.43,3.14
Summer,2015,TERRY BUSS,PMP,91800,ORGNZTNL MANAGEMENT,K,Lect,7,13,54%,,8.86,4.14,3.86,3.43,3.71,4,3.71,4.86,3.29,2.86
Summer,2015,TIONG LIM,PMP,91855,FINANCIAL MANAGEMENT,K,Lect,4,7,57%,,9.5,4.5,4.25,4.5,4.5,4.75,4.5,4.75,4.5,4.5
Summer,2015,LOLA MASON,PMP,91869,CONFLICT RESOLUTION,Z6,Lect,12,12,100%,,7.83,4.83,4,4.55,4.64,4.73,4.64,4.91,4.55,4.36
Summer,2015,ROBERT JANEDA,PMP,91879,ORGANZTL GRWTH HM CP,M5,Lect,10,11,91%,,6.8,4.6,4.5,4.5,4,4.6,4.5,4.6,4.3,4.4
Summer,2015,TIMOTHY OLOUGHLIN,PPP,90706,POLICY ANALYSIS II,K,Lect,6,10,60%,,12.2,4.83,4.83,5,4.67,5,4.83,4.83,4.83,4.67
Summer,2015,TIONG LIM,PPP,90738,APP ECONMC ANALYS II,K,Lect,7,11,64%,,16.43,4.86,4.43,4.43,4.57,4.86,4.71,5,4.71,4.71
Summer,2015,KATHLEEN SMITH,PPP,90744,ACCTG CTR NON PROFIT,M5,Lect,5,5,100%,,5.6,5,4.8,4.75,4.8,5,5,5,5,5
Summer,2015,TIONG LIM,PPP,90747,COST BENEFIT ANLYSIS,K5,Lect,5,13,38%,,15.6,5,4.6,4.6,4.8,4.8,4.8,5,4.8,4.4
Summer,2015,GARY FRANKO,PPP,90801,DESKTOP PUBLISHING,M6,Lect,8,11,73%,,7.63,4.75,4.63,4.63,4.38,4.63,4.38,4.88,4.63,4.63
Summer,2015,DAVID DAUSEY,PPP,90823,PROGRAM EVALUATION,K,Lect,8,10,80%,,10.63,5,5,5,4.88,4.88,5,5,5,4.75
Summer,2015,PAUL CHAPMAN,PPP,90827,ECONOMICS DEVELPMENT,K,Lect,3,6,50%,,8,5,4.67,5,5,5,4.67,5,5,4
Spring,2015,LEONARD CARIC,CRM,93711,ENTRE CREATV ENTRPR,A3,Lect,21,31,68%,,6.5,4.62,4.14,4.33,4.33,4.6,4.65,4.9,4.6,4.45
Spring,2015,EILEEN MEDDIS,CRM,93716,HUM RSRC MGT CREATVE,A3,Lect,13,17,76%,,5,4.77,4.77,4.77,4.31,4.69,4.69,4.77,4.54,4.46
Spring,2015,EILEEN MEDDIS,CRM,93716,HUM RSRC MGT CREATVE,B4,Lect,11,12,92%,,5,4.82,4.82,4.82,4.55,4.91,4.91,5,4.82,4.55
Spring,2015,LYNNE PASTOR,CRM,93725,FIN STATEMENT LIT,A3,Lect,18,27,67%,,9.88,3.33,3.39,3.5,2.39,3.5,3.11,2.83,2.94,2.83
Spring,2015,LYNNE PASTOR,CRM,93726,FDMTLS OF FINANCE,A4,Lect,28,28,100%,,8.63,3.04,3.36,3.32,2.7,3.39,3.14,2.82,2.79,2.82
Spring,2015,KARYN MOORE,CRM,93731,TECH PLN IMPLM CR EN,A4,Lect,23,24,96%,,7.05,4.43,4.26,4.09,4.22,4.35,4,4.65,4.17,3.83
Spring,2015,JONATHAN BAKER,CRM,93751,CRTV ENT FOR PFT SYS,A4,Lect,23,28,82%,,8.91,4.13,3.35,3.52,3.35,4,3.61,4.09,3.57,3.57
Spring,2015,RICHARD RAUH,CRM,93770,SCORSES & HIS FILMS,A,Lect,4,8,50%,,2.75,4.25,3.75,4.25,3.75,4.5,4.25,4.5,4.25,4.25
Spring,2015,SARAH TAMBUCCI,CRM,93804,ARTS EDUCATION,A4,Lect,9,9,100%,,6,5,4.56,4.89,4.78,4.88,4.89,4.88,5,4.89
Spring,2015,JANET MCCALL,CRM,93807,MUSEUM OPERATIONS,A3,Lect,17,20,85%,,6.24,4.18,3.69,3.88,3.47,3.82,3.65,4.47,3.71,3.47
Spring,2015,RENEE PIECHOCKI,CRM,93809,PUBLIC ART,A4,Lect,9,12,75%,,5.67,4,3.78,4,3.89,4.38,3.78,4,3.89,3.67
Spring,2015,BRETT CRAWFORD,CRM,93812,PLANG MANG PERF ARTS,A3,Lect,15,16,94%,,6.8,4.87,4.13,4.4,4.27,4.87,4.4,5,4.6,4.33
Spring,2015,BRETT CRAWFORD,CRM,93821,ARTS MKTNG PUB RELTN,A3,Lect,24,24,100%,,8.39,4.5,3.25,3.75,3.92,4.08,3.46,4.5,3.75,3.38
Spring,2015,MARY NAVARRO,CRM,93826,FNDRSNG FNDMLS ARTS,A3,Lect,7,8,88%,,7.14,4,3.86,3.86,3.57,4.43,4.43,4.14,3.71,3.71
Spring,2015,MARY NAVARRO,CRM,93826,FNDRSNG FNDMLS ARTS,B3,Lect,16,16,100%,,6.13,3.88,3.88,3.81,3.81,4,3.81,4.19,3.63,3.53
Spring,2015,JERRY COLTIN,CRM,93827,SPN GRN STRG & PRCTS,A4,Lect,16,17,94%,,7.63,3.75,3.63,3.88,3.38,3.88,4,3.87,3.69,3.81
Spring,2015,JERRY COLTIN,CRM,93827,SPN GRN STRG & PRCTS,B4,Lect,7,9,78%,,7.57,3.57,3.14,3.29,3,3.71,3.43,3.71,3.43,3.57
Spring,2015,LUCA ZAN,CRM,93836,INTL PERSP ART MGMT,A4,Lect,4,4,100%,,8,4.75,4.5,4.5,4.5,4.75,4.5,4.75,4.5,4.5
Spring,2015,DAVID PANKRATZ,CRM,93846,CULTURAL PLCY ADVCY,A4,Lect,16,16,100%,,5.75,3.5,2.56,3.19,2.88,3.94,3.06,4.13,3.13,3
Spring,2015,EDWARD BARR,HC,94701,BUSINESS ENGLISH,A3,Lect,17,18,94%,,8.59,5,4.94,4.94,4.94,5,5,5,5,4.88
Spring,2015,BETH WALTER,HC,94702,PROFESSIONAL WRITING,A3,Lect,17,19,89%,,9.47,4.47,4.65,4.65,4.81,4.47,4.29,4.47,4.24,4
Spring,2015,STACY ROSENBERG,HC,94702,PROFESSIONAL WRITING,B3,Lect,21,24,88%,,6.35,4.81,4.67,4.67,4.62,4.71,4.57,4.67,4.8,4.67
Spring,2015,BETH WALTER,HC,94702,PROFESSIONAL WRITING,C3,Lect,17,22,77%,,7.12,4.29,3.82,4.12,4.53,4.47,4.12,4.59,4,3.88
Spring,2015,BETH WALTER,HC,94702,PROFESSIONAL WRITING,D3,Lect,14,15,93%,,7.36,4.36,3.71,4.14,4.43,4.21,4.14,4.5,3.86,3.71
Spring,2015,KIM HYATT,HC,94702,PROFESSIONAL WRITING,E4,Lect,10,20,50%,,5.67,3.9,3.9,3.6,3.6,3.5,3.5,3.8,3.6,3.4
Spring,2015,KIM HYATT,HC,94702,PROFESSIONAL WRITING,G4,Lect,17,23,74%,,5.75,4.24,4.06,4.06,3.65,4.47,3.76,4.47,3.76,3.41
Spring,2015,KIM HYATT,HC,94702,PROFESSIONAL WRITING,H4,Lect,18,22,82%,,5,4.5,4.56,4.56,4.22,4.44,4.39,4.5,4.39,4.28
Spring,2015,EDWARD BARR,HC,94702,PROFESSIONAL WRITING,I4,Lect,17,24,71%,,7.63,4.94,4.76,4.82,4.76,4.94,4.94,4.94,4.88,4.82
Spring,2015,EDWARD BARR,HC,94702,PROFESSIONAL WRITING,K3,Lect,6,9,67%,,5.5,4.5,4.67,4.5,4.33,4.33,4.67,4.17,4.5,4.67
Spring,2015,KIM HYATT,HC,94702,PROFESSIONAL WRITING,Z4,Lect,14,21,67%,,5.92,4.29,4,4.15,3.54,4.08,4,4.46,3.85,3.54
Spring,2015,MARTIN GAYNOR,HC,94705,HEALTH ECONOMICS,A,Lect,20,35,57%,,5.79,4,3.6,3.35,3.4,3.75,3.5,4.4,3.8,3.35
Spring,2015,REMA PADMAN,HC,94706,HEALTHCARE INF SYSTM,A,Lect,23,38,61%,,11.74,3.7,2.74,3.13,2.83,3.7,3.17,3.87,3.13,3
Spring,2015,JARED SIMMER,HC,94800,NEGOTIATION,A3,Lect,20,26,77%,,6.65,4.5,4.5,4.65,4.37,4.7,4.55,4.5,4.6,4.55
Spring,2015,JARED SIMMER,HC,94800,NEGOTIATION,B4,Lect,24,25,96%,,5.91,4.29,4.21,4.42,3.83,4.75,4.33,4.5,4.33,4.46
Spring,2015,ELAINE HYDER,HC,94800,NEGOTIATION,C4,Lect,24,31,77%,,6.04,4.54,4.58,4.54,4.42,4.67,4.58,4.75,4.54,4.65
Spring,2015,MELISSA MARTIN,HC,94801,ACTING FOR MANGEMNT,A3,Lect,12,19,63%,,4,4.75,4.33,4.08,4.33,4.25,4.5,4.58,4.5,4.08
Spring,2015,MELISSA MARTIN,HC,94801,ACTING FOR MANGEMNT,B4,Lect,19,29,66%,,6,4.58,3.95,3.74,4,4.21,4.32,4.74,4.42,3.95
Spring,2015,MELISSA MARTIN,HC,94801,ACTING FOR MANGEMNT,C3,Lect,9,18,50%,,4.33,4.67,4.44,4.44,4.33,4.44,4.44,4.78,4.44,4.44
Spring,2015,WILPEN GORR,HC,94802,GEOGRPHC INFO SYSTEM,A,Lect,31,35,89%,,13.03,4.77,4.68,4.55,4.74,4.9,4.52,4.97,4.68,4.77
Spring,2015,SONAM SAMAT,HC,94806,PRIVACY DIGITAL AGE,Z4,Lect,23,37,62%,,10.74,3.96,3.82,3.87,3.83,3.7,3.83,4.17,3.74,3.77
Spring,2015,CHRIS BRUSSALIS,HC,94808,MANAGEMENT CONSLTG,A,Lect,17,18,94%,,9.5,4.29,4.24,4.24,4.18,4.65,4.29,4.82,4.25,4.12
Spring,2015,CHRIS BRUSSALIS,HC,94808,MANAGEMENT CONSLTG,K,Lect,8,8,100%,,8.75,4.25,4.25,4.25,4.25,4.5,4,4.63,4.25,3.75
Spring,2015,DAVID LASSMAN,HC,94811,STRATEGY DEVELOPMENT,A3,Lect,29,30,97%,,8.76,4.86,4.86,4.62,4.31,4.86,4.76,4.79,4.83,4.76
Spring,2015,TIMOTHY ZAK,HC,94811,STRATEGY DEVELOPMENT,B4,Lect,18,21,86%,,7.5,4.5,4.22,4.39,3.94,4.56,4.61,4.72,4.5,4.61
Spring,2015,TIMOTHY ZAK,HC,94811,STRATEGY DEVELOPMENT,Z4,Lect,6,7,86%,,7,3.83,3.67,3.67,3.67,4,4,4.33,4.17,3.67
Spring,2015,LAURA SYNNOTT,HC,94813,PROJECT MANAGEMENT,A3,Lect,27,29,93%,,7.81,4.33,4.26,4.42,4.19,4.59,4.37,4.48,4.26,4.44
Spring,2015,LAURA SYNNOTT,HC,94813,PROJECT MANAGEMENT,B3,Lect,22,23,96%,,8.29,4.14,4.27,4.43,4,4.5,4.27,4.1,4.18,4.14
Spring,2015,ARI LIGHTMAN,HC,94823,MSMNT ANL SCL MDA IN,A,Lect,23,31,74%,,9.62,4.7,4.52,4.57,4.43,4.65,4.74,4.87,4.65,4.36
Spring,2015,JEFFERSON ASHWOOD,HC,94827,SAS FOR PUBLIC POLCY,A3,Lect,19,27,70%,,9.16,4.16,4.21,4.21,3.84,4,4.21,4.53,4,3.95
Spring,2015,CIPRIAN DOMNISORU,HC,94827,SAS FOR PUBLIC POLCY,B3,Lect,27,29,93%,,8.56,4.15,4.19,4.19,3.81,4.22,4.19,4.48,4,4.04
Spring,2015,JANEL SUTKUS,HC,94830,ANALYSIS SURVEY DATA,A3,Lect,19,19,100%,,9.59,3.89,4.05,4.11,3.63,4.21,4.21,3.68,4.05,3.89
Spring,2015,BEIBEI LI,HC,94832,BUSN INTLG DTA MNG,A3,Lect,28,38,74%,,8.11,4.32,4.04,4,3.64,4.36,3.96,4.54,3.96,3.78
Spring,2015,BEIBEI LI,HC,94832,BUSN INTLG DTA MNG,B3,Lect,30,39,77%,,7.1,4.1,3.97,4,3.53,4.07,3.72,4.4,3.6,3.53
Spring,2015,BEIBEI LI,HC,94832,BUSN INTLG DTA MNG,K3,Lect,9,11,82%,,10.11,4.44,4.33,4.33,3.78,4.33,4.33,4.44,4,4
Spring,2015,YI ZHANG,HC,94834,APPL ECONOMETRICS I,A3,Lect,21,32,66%,,10.52,4.38,3.76,3.86,3.9,4.15,3.95,4.57,4.05,4
Spring,2015,CIPRIAN DOMNISORU,HC,94835,APPL ECONOMETRICS II,A4,Lect,19,21,90%,,11.05,4.21,4.32,4.16,4.26,4.37,4.32,4.21,4.32,4.32
Spring,2015,MARIA TOMPROU,HC,94837,PERFMNC MANGEMENT,A3,Lect,23,24,96%,,6.43,4.74,3.83,4,4.09,4.35,4.17,4.57,3.96,3.91
Spring,2015,DARRYL BISHOP,HC,94838,INTRO TO RASTER GIS,A3,Lect,23,34,68%,,6.77,4.3,4.39,4.04,4.35,4.17,4,4.74,4,3.74
Spring,2015,SEAN AMMIRATI,HC,94840,LEAN ENTRPRNSHP,A4,Lect,15,21,71%,,6.4,4.73,4.67,4.73,4.8,4.87,4.73,4.87,4.8,4.73
Spring,2015,OLEXANDRA CHOULDECHOVA,HC,94842,PROGRMG R ANALYTICS,A3,Lect,26,33,79%,,13.23,4.65,4.77,4.77,4.23,4.69,4.42,4.85,4.58,4.62
Spring,2015,OLEXANDRA CHOULDECHOVA,HC,94842,PROGRMG R ANALYTICS,B3,Lect,24,32,75%,,10.91,4.25,4.29,4.29,4.08,4.42,4.29,4.5,4.29,4.25
Spring,2015,BRETT CRAWFORD,HC,94843,RSH SM ARTS MNG TCH,A,Lect,7,8,88%,,6.29,5,5,5,5,5,5,5,5,4.86
Spring,2015,MARIA TOMPROU,HC,94846,COACH TRN & EMP DEV,A4,Lect,13,17,76%,,6.38,4.62,3.54,4.23,4,4.31,4.15,4.54,4.15,3.92
Spring,2015,"LASSMAN, D. (co-taught)",HC,94854,DEV AS A LEADER,A4,Lect,24,26,92%,,8,4.83,4.25,4.38,4.29,4.71,4.63,4.83,4.75,4.42
Spring,2015,"ROUSSEAU, D. (co-taught)",HC,94854,DEV AS A LEADER,A4,Lect,24,26,92%,,7.88,4.83,4.29,4.38,4.38,4.75,4.67,4.88,4.78,4.46
Spring,2015,STEFAN LABASH,HC,94858,COMM COMPLXTY,A3,Lect,8,10,80%,,5.75,4.38,3.13,3.88,3.5,4.38,3.38,4.75,4.13,3.5
Spring,2015,JAMES JORDAN,HC,94899,APPRENTICESHIP,C,Lect,2,2,100%,,5,5,4,4,5,5,5,5,4,4
Spring,2015,"MERTZ, J. (co-taught)",ISM,95702,DISTRIBUTED SYSTEMS,A,Lect,48,56,86%,,14.79,4.23,4.19,4.29,3.81,4.25,4.34,4.43,4.28,4.09
Spring,2015,"MCCARTHY, M. (co-taught)",ISM,95702,DISTRIBUTED SYSTEMS,A,Lect,48,56,86%,,14.21,3.87,3.8,4,3.61,3.85,3.83,4.35,3.76,3.91
Spring,2015,"MERTZ, J. (co-taught)",ISM,95702,DISTRIBUTED SYSTEMS,B,Lect,43,54,80%,,13.9,4.19,4.12,4.12,3.71,4.05,4.07,4.48,4.1,3.9
