Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter ,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2011,THOMAS OBOYLE,ENG,76472,ADVANCED JOURNALISM,A,Lect,4,6,67%,8.75,5,5,5,4.75,5,5,4.75,4.75,4.75
Spring,2011,JENNIFER CIROLI,ENG,76474,SOFTWR DOCMENTATION,A,Lect,5,9,56%,6.2,4.4,4.4,4.6,5,5,4.6,5,4.6,4.6
Spring,2011,WILLIAM POLLAK,ENG,76479,MARKTNG PUB RELATNS,A,Lect,5,8,63%,6.8,4.4,4,3.8,3.6,4.2,3.8,4.6,3.8,3.8
Spring,2011,LINDA FLOWER,ENG,76485,NEW PUBLIC SPHERE,A,Lect,2,3,67%,6.5,4.5,3.5,3.5,4.5,4,4,5,4,4.5
Spring,2011,CLAUDIA CARLOS,ENG,76486,ARGUMENT THEORY,A,Lect,1,2,50%,11,5,5,5,5,5,5,5,5,5
Spring,2011,JAMES WYNN,ENG,76492,RHETORIC PBLC POLICY,A,Lect,6,9,67%,7,4.33,4.33,4.83,4.5,4.17,4.5,4.5,4.33,4.33
Spring,2011,ASHLEY KARLIN,ENG,76718,COMM GLOBAL MARKTPLC,A,Lect,5,5,100%,6.8,4.2,3.6,3.8,3.6,4.2,4,4.4,4,3.8
Spring,2011,LUDMILA HYMAN,ENG,76724,TPCS IN RHETORIC,A,Lect,10,10,100%,7.1,4.9,4.4,4.6,4.9,4.6,4.7,4.9,4.8,4.4
Spring,2011,RICHARD PURCELL,ENG,76733,AFRICAN AMERICAN STD,A,Lect,4,4,100%,5.75,4.75,4.5,4.5,4.75,4.75,4.5,5,4.5,4.75
Spring,2011,MARIAN AGUIAR,ENG,76753,GLOBAL STUDIES,A,Lect,5,5,100%,5,3.8,3.6,4,4,4.2,4.2,4.4,4,4
Spring,2011,JANE MCCAFFERTY,ENG,76760,LITERARY JOURNALISM,A,Lect,3,4,75%,8,5,4,3.67,5,4.33,4.33,5,5,4.33
Spring,2011,THOMAS OBOYLE,ENG,76772,ADVANCED JOURNALISM,A,Lect,3,4,75%,11,5,5,4.67,4.67,4.67,4.67,4.67,4.67,4.67
Spring,2011,JENNIFER CIROLI,ENG,76774,SOFTWR DOCMENTATION,A,Lect,3,5,60%,10,4.33,4,4,4.33,4,3.67,4,3.67,4
Spring,2011,LINDA FLOWER,ENG,76778,LITERACY: ED THRY PR,A,Lect,9,9,100%,8.38,4.33,3.44,3.89,4.56,4.78,4.33,3.89,4.56,4.44
Spring,2011,WILLIAM POLLAK,ENG,76779,MKTG PBLC RLT CRP CM,A,Lect,8,10,80%,7.63,4,4.13,3.75,3.75,3.5,3,4,3.38,3.25
Spring,2011,SUGURU ISHIZAKI,ENG,76780,GRAD DESGN SEMR II,A,Lect,13,13,100%,8.92,4.69,5,4.92,4.69,4.54,4.85,4.92,4.62,4.85
Spring,2011,SUGURU ISHIZAKI,ENG,76791,DOCUMENT DESIGN,A,Lect,12,16,75%,9.5,4.67,4.83,4.67,4.83,4.58,4.67,4.75,4.83,4.58
Spring,2011,MARK ROTH,ENG,76795,SCIENCE WRITING,A,Lect,10,12,83%,8.3,4.4,4.1,4.1,4.3,3.8,3.8,4.3,3.9,3.8
Spring,2011,ANDREEA RITIVOI,ENG,76818,RHETORIC & NARRATIVE,A,Lect,8,8,100%,9.29,4.75,5,4.75,4,5,4.88,5,4.63,4.63
Spring,2011,KAREN SCHNAKENBERG,ENG,76824,HISTORY THEO PRACT,A,Lect,14,16,88%,9.62,4.43,4.29,4.64,4.64,4.43,4.21,4.92,3.93,4
Spring,2011,PEGGY KNAPP,ENG,76830,AESTHETICS,A,Lect,3,5,60%,8,4.67,4.33,4.33,5,4.67,4.67,5,4.67,4.67
Spring,2011,RICHARD PURCELL,ENG,76836,20TH CENTRY BRTSH AM,A,Lect,7,12,58%,10.57,4.71,4.43,4.29,4.29,4.57,4.29,4.71,4.43,4.14
Spring,2011,DAVID SHUMWAY,ENG,76839,FLM & MEDIA STUDIES,A,Lect,1,2,50%,5,4,5,5,5,5,5,5,5,5
Spring,2011,JON KLANCHER,ENG,76844,STUDIES PRNT CULTR,A,Lect,6,11,55%,10,4.67,4.33,4.33,4.67,4.83,4.5,5,4.83,4.67
Spring,2011,KATHLEEN NEWMAN,ENG,76850,LITERY & CULTRL THRY,A,Lect,9,13,69%,9,5,4.22,4.22,4.56,4.56,4.44,5,4.44,4.33
Spring,2011,MARIAN AGUIAR,ENG,76853,POSTCOLONLM THEORY,A,Lect,6,8,75%,7.5,4,3.83,4.17,3,3.67,3.33,4.5,3.17,3.33
Spring,2011,PAUL HOPPER,ENG,76856,THEORIES LANGUAGE,A,Lect,6,7,86%,11,3.83,3.67,3.67,3.67,4.67,4.83,3.67,4.17,4.17
Spring,2011,LINDA FLOWER,ENG,76885,NEW PUBLIC SPHERE,A,Lect,12,13,92%,9.75,5,4.08,4.5,4.92,4.75,4.83,5,4.83,4.75
Spring,2011,CLAUDIA CARLOS,ENG,76886,ARGUMENT THEORY,A,Lect,3,4,75%,9,4.33,4.67,5,4.67,4.33,4,5,4,4
Spring,2011,CHRISTINE NEUWIRTH,ENG,76887,WEB DESIGN,A,Lect,11,16,69%,12.36,3.82,3.18,3.45,3.18,4,3.64,4.09,3.55,3.55
Spring,2011,CHERYL TEMPLETON,ENG,76888,WEB DESIGN LAB,A,Lect,10,15,67%,5.6,1.9,2.3,2.4,2.3,2.3,1.4,2.8,1.8,1.9
Spring,2011,JAMES WYNN,ENG,76892,RHETORIC PBLC POLICY,A,Lect,6,7,86%,9.5,4.17,3.83,4.33,3.83,4.33,4.5,4.5,4,4.4
Spring,2011,DANIELLE WETZEL,ENG,76902,TCHG WRTG PRACTCM I,A,Lect,2,3,67%,3.5,5,5,5,4.5,5,4.5,5,5,5
Spring,2011,DANIELLE WETZEL,ENG,76902,TCHG WRTG PRACTCM I,B,Lect,2,4,50%,3.5,5,5,5,4.5,5,5,5,5,5
Spring,2011,ROGER ROUSE,HIS,79104,GLOBAL HISTORIES,1,Lect,46,154,30%,5.47,4.24,4.07,4.2,3.44,4.07,4.07,4.56,3.8,3.71
Spring,2011,ROGER ROUSE,HIS,79104,GLOBAL HISTORIES,2,Lect,40,93,43%,6.05,3.8,3.93,3.85,3.31,3.72,3.8,4.4,3.47,3.15
Spring,2011,DONALD SUTTON,HIS,79104,GLOBAL HISTORIES,3,Lect,26,42,62%,7.76,4.08,3.65,3.62,3.19,3.88,3.69,4.5,3.65,3.31
Spring,2011,NICO SLATE,HIS,79104,GLOBAL HISTORIES,4,Lect,28,50,56%,6.5,4.96,4.93,4.82,4.54,5,4.93,5,4.93,4.89
Spring,2011,LAURIE EISENBERG,HIS,79104,GLOBAL HISTORIES,5,Lect,35,49,71%,5.94,4.34,4.34,4.23,4.14,4.6,4.43,4.54,4.41,4.34
Spring,2011,Joseph Devine,HIS,79165,HISTORN DECTV STRYTL,A,Lect,6,16,38%,6,4.83,4,4.33,4.33,4.83,4.5,4.83,4.67,4.5
Spring,2011,JOEL TARR,HIS,79167,FSH SEM: ISS AM ENV,A,Lect,11,16,69%,6.91,4.73,4.09,4.36,4.73,4.91,4.55,4.82,4.64,4.55
Spring,2011,KAREN FAULK,HIS,79221,DVLP DEMOCR LTN AMER,A,Lect,16,24,67%,6.69,3.94,4.06,3.94,3.63,4.06,3.69,4.44,3.75,3.69
Spring,2011,Edda FIELDS-BLACK,HIS,79226,IN AF HS:ER TM SV TR,A,Lect,10,22,45%,6.5,3.6,3.7,3.5,2.8,3.3,3.7,4,3.4,3.4
Spring,2011,LAURIE EISENBERG,HIS,79230,ARB ISR CFL PC PRCS,A,Lect,21,30,70%,7.71,4.43,4.33,4.33,4.14,4.62,4.48,4.29,4.38,4.33
Spring,2011,NAUM KATS,HIS,79231,AM FORGN POL 1945-PR,A,Lect,8,22,36%,6.13,4.38,4.25,4,4.13,4.13,4.13,4,4.38,4.25
Spring,2011,SHAWN ALFONSO-WELLS,HIS,79237,COMPARATIVE SLAVERY,A,Lect,3,9,33%,6,4,2.67,2.67,1.67,3,3,3.33,2.33,1.67
Spring,2011,JARED DAY,HIS,79246,INDUSTRIAL AMERICA,A,Lect,9,15,60%,5.33,4.44,4.11,4.33,4,4.22,4.78,4.56,4.67,4.56
Spring,2011,CIAN MCMAHON,HIS,79249,20TH CENTURY U.S.,A,Lect,21,26,81%,5.43,4.48,4.38,4.38,4.48,4.14,4.38,4.86,4.43,4.33
Spring,2011,MICHAL FRIEDMAN,HIS,79254,TPCS JEWISH DIASPORA,A,Lect,6,9,67%,3,4.33,4,3.33,4.17,4.67,4.67,4.83,4.17,4.17
Spring,2011,KATHERINE LYNCH,HIS,79259,FRANCE DURING WW II,A,Lect,17,26,65%,7.82,4.65,4.41,4.41,4.35,4.47,4.47,4.82,4.41,4.35
Spring,2011,DONALD SUTTON,HIS,79263,CHINAS CLTR RVLTN,A4,Lect,15,25,60%,6,4.2,4.2,4.27,4.13,4.53,4.13,4.73,4,4.07
Spring,2011,CARMINE STORELLA,HIS,79266,RSN HST: COMM CAPTLM,A,Lect,13,19,68%,6.62,4.69,4.77,4.62,4.69,4.62,4.85,4.92,4.85,4.69
Spring,2011,MICHAL FRIEDMAN,HIS,79272,IB CNTR MS CH JW SPN,A,Lect,10,20,50%,6.5,4.5,4,3.9,4.5,4.4,4,4.7,3.6,3.9
Spring,2011,PAUL EISS,HIS,79275,INTRO TO GLOBAL STDS,A,Lect,14,23,61%,6.71,4.21,4.5,4.29,3.93,4.5,4.21,4.5,4.21,4.14
Spring,2011,RICHARD MADDOX,HIS,79276,GLBL LC TH HS AN GLB,A,Lect,12,21,57%,6.25,4.33,3.75,4,4.08,4.08,4,4.83,4.08,3.92
Spring,2011,RICHARD MADDOX,HIS,79277,GLOBL STS CLT PW PLC,A,Lect,8,18,44%,6.5,4.5,4.63,4.63,4.38,4.38,4.5,4.75,4.5,4.25
Spring,2011,BENJAMIN REILLY,HIS,79293,INWARD ODYSSEY,A,Lect,2,5,40%,8,4.5,4.5,5,5,5,5,5,5,5
Spring,2011,SHAWN ALFONSO-WELLS,HIS,79295,RACE RELTN ATLC WRLD,A,Lect,5,14,36%,6.8,4.6,4.6,4.6,4.4,4.8,4.8,4.8,4.4,4.6
Spring,2011,STEVEN SCHLOSSMAN,HIS,79305,JVN DEL:IM RL PB PL,A,Lect,13,25,52%,5.69,4.46,4.23,4.15,3.92,3.85,4.33,4.82,3.85,3.77
Spring,2011,NICO SLATE,HIS,79318,SUSTNB SOC CHG HS PR,A,Lect,13,18,72%,7.31,5,4.69,4.85,4.92,5,4.92,5,5,4.75
Spring,2011,LISA TETRAULT,HIS,79320,WOMEN POLTCS & PROTS,A,Lect,13,17,76%,6.62,4.85,4.77,4.77,4.54,5,4.77,4.85,4.77,4.77
Spring,2011,EDITH BALAS,HIS,79324,PICS & 20TH CENTRY,A,Lect,3,6,50%,5,5,5,5,5,5,5,5,5,5
Spring,2011,LINDA BENEDICT-JONES,HIS,79328,PHTGR & PHOTGY WW II,A,Lect,13,17,76%,5,4.62,4.85,4.69,4.38,4.92,4.85,4.85,4.85,4.85
Spring,2011,CAROLINE ACKER,HIS,79330,MEDICINE & SOCIETY,A,Lect,11,21,52%,8.55,4.27,4.09,4.27,4.27,4.55,4.45,4.45,4.64,4.27
Spring,2011,LISA TETRAULT,HIS,79331,BDY PLTC: WM HLT AM,A,Lect,13,16,81%,7.77,4.85,4.85,4.92,4.69,4.92,4.77,4.85,4.92,4.92
Spring,2011,MARIE NORMAN,HIS,79332,MEDICAL ANTHROPOLOGY,A,Lect,18,32,56%,7.83,4.94,4.72,4.83,4.5,4.78,4.72,4.89,4.89,4.78
Spring,2011,JARED DAY,HIS,79336,ENV HSY POL SLT SPRG,A,Lect,7,16,44%,6.29,4,4,4.29,3.86,4.29,4.14,4.71,3.71,3.71
Spring,2011,ALLYSON CREASMAN,HIS,79352,CHRISTDN DV CTHLC RE,A,Lect,11,15,73%,7.18,4,4.27,4.18,3.45,4.27,4.36,4.36,4.27,4.18
Spring,2011,KAREN FAULK,HIS,79355,WORLD CITIZENSHIP,A,Lect,7,12,58%,10.57,4.86,4.71,4.43,4.57,4.57,4.57,5,4.86,4.86
Spring,2011,KENNETH KEELING,HIS,79357,SP TPCS: HS BL AM MS,A,Lect,8,21,38%,3.88,4.75,4.5,4.63,4.38,4.63,4.75,5,4.75,4.5
Spring,2011,ALLYSON CREASMAN,HIS,79360,HSTRCL EVIDNC INTPTN,A,Lect,9,14,64%,7.25,4.33,4.67,4.56,4.56,4.78,4.78,4.78,4.67,4.67
Spring,2011,STEVEN SCHLOSSMAN,HIS,79363,RISE MODERN GOLF,A,Lect,13,29,45%,7.54,4.77,4.62,4.23,4.31,4.69,4.62,4.77,4.46,4.23
Spring,2011,CAROLINE ACKER,HIS,79383,EPIDMC DSE PBL HLTH,A,Lect,9,18,50%,8.33,4.78,4.44,4.67,4.89,4.67,4.67,5,4.78,4.56
Spring,2011,NAUM KATS,HIS,79396,MUSIC & SOCIETY CNTY,A,Lect,8,22,36%,5,4.13,3.63,4,3.29,4.14,4.14,4.63,4,4.38
Spring,2011,JOHN SOLURI,HIS,79400,ADV SEM GLOBL STUDES,A,Lect,2,9,22%,6.5,4.5,4,4,4.5,4,4,4.5,4.5,3.5
Spring,2011,STEPHEN BROCKMANN,HIS,79424,HISTORY OF GERMN FLM,A,Lect,6,11,55%,8,4.17,4.17,4,3.67,4.33,4.17,4.33,4.17,4
Spring,2011,CHARLENE CASTELLANO,HIS,79427,RUSSIAS DEMONS,A,Lect,5,9,56%,6.2,4.4,4.8,4.8,4.2,4.6,4.6,4.6,4.2,4.4
Spring,2011,KATHERINE LYNCH,HIS,79701,GRAD RESEARCH SEM I,A,Lect,5,6,83%,10.4,4.6,4.6,4.6,4.8,4.6,4.6,4.2,4.4,4.6
Spring,2011,ROGER ROUSE,HIS,79705,SEMINAR IN INSTRCTN,A3,Lect,4,6,67%,7.25,5,4.75,5,5,5,4.75,5,5,4.75
Spring,2011,JOHN SOLURI,HIS,79710,R-PL WK:TR AP LB AMS,A,Lect,9,11,82%,11.67,4.56,4.44,4.56,4.56,4.67,4.67,4.78,4.78,4.56
Spring,2011,Edda FIELDS-BLACK,HIS,79731,TOPICS IN HSTY AF DP,A,Lect,2,4,50%,12.5,4.5,3,4,4,4.5,5,5,4.5,4.5
Spring,2011,TIMOTHY HAGGERTY,HSS,65101,HUMANITIES SCHOLAR I,A,Lect,4,16,25%,5,4.75,4.25,4,4.5,4.5,4,4.25,4.5,4.25
Spring,2011,CANDACE SKIBBA,HSS,65102,HUMANTIES SCHOLRS II,A,Lect,7,12,58%,9.5,3.86,3.43,3.43,3.14,3.43,3.43,3.71,3.29,3.14
Spring,2011,TIMOTHY HAGGERTY,HSS,65402,HUM SCHLRS SR RES SM,A,Lect,8,11,73%,3.88,4.88,4.88,4.75,4.63,4.75,4.75,4.75,4.88,4.88
Spring,2011,RYAN CHRISTIAN,HSS,66221,TOPICS IN LAW,A,Lect,12,15,80%,5.25,4.17,3.75,4.42,4,4.25,4.42,4.25,4.33,4.17
Spring,2011,"WEINBERG, R. (co-taught)",ISH,67101,CONCPTS INFO SYSTEMS,A3,Lect,6,52,12%,7,3.17,2.33,2.5,2.33,3.5,2.17,3.67,2.17,2
Spring,2011,"MCKNIGHT, J. (co-taught)",ISH,67101,CONCPTS INFO SYSTEMS,A3,Lect,6,52,12%,6.2,3,2.6,3,2.4,3,2.6,3.2,3,2.2
Spring,2011,JOSEPH SCOTT,ISH,67211,INTRO BUS SYS PRGM,A,Lect,4,9,44%,3.5,4.25,5,4.5,4.5,4.75,4.25,5,4.25,4.25
Spring,2011,CLARENCE HEIMANN,ISH,67272,APPLCTN DESGN & DEV,1,Lect,18,50,36%,9.67,4.39,4.28,4.22,4,4.22,3.94,4.56,4.17,4.11
Spring,2011,CLARENCE HEIMANN,ISH,67272,APPLCTN DESGN & DEV,2,Lect,7,14,50%,9.71,4.29,3.86,4.14,3.86,4.43,4.29,4.14,3.71,4.14
Spring,2011,JERIA MCKNIGHT,ISH,67329,CONTP THMS GLBL SYST,A,Lect,10,26,38%,6.2,5,4.8,4.8,4.8,4.9,5,5,5,5
Spring,2011,JOSEPH MERTZ,ISH,67330,TECHNOLGY CONST COMM,A,Lect,8,15,53%,10.25,4.38,4.13,4.38,4.13,4.38,4.5,4.75,4.38,4.25
Spring,2011,RAJA SOORIAMURTHI,ISH,67370,INTEL DECSN SUP SYST,A,Lect,5,10,50%,6.8,5,4.4,4.8,4.8,5,4.4,4.8,4.4,4.6
Spring,2011,"WEINBERG, R. (co-taught)",ISH,67373,SFTWR DEVLPMNT PROJ,A,Lect,21,45,47%,10.31,4.23,3.92,4.08,3.77,4,3.92,4.38,3.92,4.08
Spring,2011,"HEIMANN, C. (co-taught)",ISH,67373,SFTWR DEVLPMNT PROJ,A,Lect,21,45,47%,10.14,4.71,4.57,4.57,4.57,4.57,4.43,4.71,4.71,4.57
Spring,2011,"SOORIAMURTHI, R. (co-taught)",ISH,67373,SFTWR DEVLPMNT PROJ,A,Lect,21,45,47%,9.71,4.38,4.25,4.38,4,4.13,4.38,4.5,4.13,4.13
Spring,2011,"MCKNIGHT, J. (co-taught)",ISH,67373,SFTWR DEVLPMNT PROJ,A,Lect,21,45,47%,11,4.86,4.71,4.71,4.86,4.86,4.71,4.86,4.57,4.71
Spring,2011,"MERTZ, J. (co-taught)",ISH,67373,SFTWR DEVLPMNT PROJ,A,Lect,21,45,47%,8,5,5,5,5,5,5,5,5,5
Spring,2011,ASHLIE HENERY,ML,82101,ELEMENTARY FRENCH I,A,Lect,10,19,53%,8,4.5,4.6,4.4,4.4,4.4,4.3,4.8,4.4,4.3
Spring,2011,ESTER HOOGSTADEN,ML,82102,ELEMENTARY FRENCH II,A,Lect,8,8,100%,7.63,4.88,4.5,4.63,4.38,4.25,4.63,4.63,4.5,4.5
Spring,2011,ESTER HOOGSTADEN,ML,82104,ELEM FRNCH II ONLINE,A,Lect,6,6,100%,7.5,5,4.83,4.83,5,4.83,4.83,5,5,4.33
Spring,2011,ethanp,ML,82112,ELEMENTARY ARABIC II,A,Lect,3,7,43%,12,4.33,4.33,4,3.67,4.33,4,4.33,4,4
Spring,2011,CHRISTIAN HALLSTEIN,ML,82121,ELEMENTARY GERMAN I,A,Lect,5,11,45%,8,4.6,4.6,4.8,4.4,4.6,4.6,4.8,4.6,4.6
Spring,2011,CHRISTIAN HALLSTEIN,ML,82122,ELEMENTARY GERMAN II,A,Lect,11,18,61%,8,4.55,4.91,4.73,4.73,4.55,4.73,4.73,4.82,4.55
Spring,2011,UWE STENDER,ML,82123,DLS GERMAN I OR II,A,Lect,6,13,46%,6.5,4.67,4.5,4.33,4.17,4.33,4.5,4.5,4.5,4.33
Spring,2011,JING WANG,ML,82132,ELEM CHINESE II,A,Lect,3,12,25%,8,4.67,5,5,4.67,4.67,5,4.67,4.67,5
Spring,2011,JING WANG,ML,82132,ELEM CHINESE II,B,Lect,3,6,50%,6,3.67,3.67,4.5,4,3.67,3.67,4.33,4.33,4
Spring,2011,GANG LIU,ML,82132,ELEM CHINESE II,C,Lect,8,10,80%,8.86,4.75,4.88,4.75,4.5,4.5,4.75,4.75,4.88,4.88
Spring,2011,GANG LIU,ML,82132,ELEM CHINESE II,D,Lect,9,14,64%,9,4.89,4.44,4.44,4.56,4.44,4.63,4.89,4.56,4.67
Spring,2011,HUIWEN LI,ML,82132,ELEM CHINESE II,F,Lect,8,17,47%,8.38,4.5,4.13,4.25,4.25,4.38,4.5,4.63,4.25,4.25
Spring,2011,SUE-MEI WU,ML,82134,ELE CHINESE ONLINE 2,A,Lect,7,8,88%,6.71,5,5,5,4.71,4.86,4.86,5,4.71,4.71
Spring,2011,STACEY TRIPLETTE,ML,82141,ELEMENTARY SPANISH I,A,Lect,11,19,58%,6.36,4.36,3.91,3.91,3.91,4,4.18,4.36,4.09,3.91
Spring,2011,ROSA BAHAMONDES RIVERA,ML,82141,ELEMENTARY SPANISH I,B,Lect,2,9,22%,6.5,5,4,4.5,5,5,5,5,5,5
Spring,2011,MARIA CUBAS-MORA,ML,82142,ELEM SPANISH II,A,Lect,4,8,50%,10.25,3.75,3.25,3.25,3.25,3.25,3.5,4,3.25,3
Spring,2011,MARIA CUBAS-MORA,ML,82142,ELEM SPANISH II,B,Lect,4,9,44%,8,4.5,4.25,4.25,4.75,4.5,4.5,4.5,4.5,4.75
Spring,2011,BETINA GONZALEZ,ML,82144,ELEM SPANSH II ONLNE,A,Lect,3,5,60%,6,4,4,4,3.67,3.67,4.33,4.33,4,4
Spring,2011,JANICE VAIRO,ML,82162,ELEM ITALIAN II,A,Lect,7,11,64%,7.14,5,5,4.71,4.71,4.86,5,4.71,5,5
Spring,2011,JANICE VAIRO,ML,82162,ELEM ITALIAN II,B,Lect,4,7,57%,7.25,4.75,4.75,4.75,4.5,4.75,4.5,4.25,4.75,4.75
Spring,2011,JANICE VAIRO,ML,82162,ELEM ITALIAN II,C,Lect,4,8,50%,8,4.75,4.75,4.75,4.75,4.75,5,4.75,5,5
Spring,2011,GIOVANNI PUPPO,ML,82162,ELEM ITALIAN II,D,Lect,6,14,43%,7.5,4.83,4.67,4.5,4.17,4.67,4.67,5,4.5,4.5
Spring,2011,GIOVANNI PUPPO,ML,82163,DLS ITALIAN I OR II,A,Lect,5,11,45%,7.4,4.4,4.2,4.2,4,4.6,4.6,5,4.2,4.2
Spring,2011,YOSHIHIRO YASUHARA,ML,82172,ELEM JAPANESE II,A,Lect,10,11,91%,8.9,4.9,4.6,4.7,4.9,4.4,4.7,5,4.6,4.5
Spring,2011,YOSHIHIRO YASUHARA,ML,82172,ELEM JAPANESE II,B,Lect,5,10,50%,9.8,4.6,4.6,4.8,4.8,4.6,4.8,5,4.6,4.4
Spring,2011,FANG-CHI SCHEIDE,ML,82172,ELEM JAPANESE II,C,Lect,8,12,67%,8,4.88,4.63,4.63,4.75,4.88,4.5,4.5,4.5,4.63
Spring,2011,MAMORU HATAKEYAMA,ML,82172,ELEM JAPANESE II,D,Lect,8,15,53%,10.63,4.25,4.38,4.38,4.5,4.5,4.5,4.63,4.63,4.25
Spring,2011,FANG-CHI SCHEIDE,ML,82172,ELEM JAPANESE II,E,Lect,7,9,78%,11,4.71,4.86,4.71,5,4.86,4.86,5,4.86,4.86
Spring,2011,FANG-CHI SCHEIDE,ML,82172,ELEM JAPANESE II,F,Lect,7,13,54%,9.29,5,4.86,4.43,4.86,4.71,4.71,5,4.57,4.43
Spring,2011,NAUM KATS,ML,82186,FR SM:RSSN CLT,A,Lect,4,16,25%,3.5,4.5,3.5,4,3.5,4.25,4.25,3.75,4,4
Spring,2011,CHARLENE CASTELLANO,ML,82192,ELEM RUSSIAN II,A,Lect,6,12,50%,7.5,4.67,4.67,4.83,4.67,4.33,4.5,4.83,4.67,4.67
Spring,2011,ESTER HOOGSTADEN,ML,82201,INTERMED FRENCH I,A,Lect,5,7,71%,8.6,4.8,4.6,4.6,5,4.6,5,4.8,5,4.8
Spring,2011,BONNIE YOUNGS,ML,82202,INTERMED FRENCH II,A,Lect,18,21,86%,9.5,4.72,4.56,4.5,4.72,4.5,4.53,4.56,4.67,4.5
Spring,2011,LOUBNA EL ABBADI,ML,82212,INTRMDT ARABIC II,A,Lect,2,5,40%,9.5,3,3,3,3,3,3,3,3,3
Spring,2011,GABRIELE MAIER,ML,82221,INTERMED GERMAN I,A,Lect,11,12,92%,6.2,4.09,4.45,4.27,4.18,4.09,4.18,4.36,4.18,3.91
Spring,2011,GABRIELE MAIER,ML,82222,INTERMED GERMAN II,A,Lect,5,5,100%,8,5,5,4.8,5,4.8,4.8,5,5,5
Spring,2011,TIANXUE YAO,ML,82232,INTERMED CHINESE II,A,Lect,9,16,56%,8.33,4.89,4.89,4.89,4.89,4.89,4.78,4.78,4.89,4.89
Spring,2011,TIANXUE YAO,ML,82232,INTERMED CHINESE II,B,Lect,5,7,71%,8.75,4.8,4.8,4.8,5,5,4.8,4.4,4.6,4.6
Spring,2011,TIANXUE YAO,ML,82232,INTERMED CHINESE II,C,Lect,4,10,40%,8,4.5,4.5,4.5,4.5,4.25,4.5,4.5,4.5,4
Spring,2011,HUIWEN LI,ML,82232,INTERMED CHINESE II,D,Lect,3,7,43%,9,5,4.33,4.33,5,5,5,5,5,4.67
Spring,2011,WAN-CHING HSIEH,ML,82235,INTSV INTRMD CHINESE,A,Lect,7,9,78%,9.71,4,4.29,4.14,4.43,4,4.43,4.57,3.86,4.17
Spring,2011,HUIWEN LI,ML,82235,INTSV INTRMD CHINESE,B,Lect,5,9,56%,8.6,4.6,3.6,3.8,4,4.8,4.8,4.4,3.8,4
Spring,2011,FELIPE GOMEZ,ML,82241,INTERMED SPANISH I,A,Lect,5,5,100%,9.2,3.8,3.2,3.2,3.8,3.4,3.4,3.2,3.4,2.6
Spring,2011,FELIPE GOMEZ,ML,82241,INTERMED SPANISH I,B,Lect,5,5,100%,8.6,5,4.8,5,5,5,5,5,5,5
Spring,2011,CANDACE SKIBBA,ML,82242,INTERMED SPANISH II,A,Lect,7,9,78%,9.29,4.57,3.86,4.43,3.43,3.86,4.43,4.14,3.71,3.86
Spring,2011,CANDACE SKIBBA,ML,82242,INTERMED SPANISH II,B,Lect,3,9,33%,12,2.33,2.33,3.33,2.67,2.67,3,3.33,2,2.33
Spring,2011,JANICE VAIRO,ML,82262,INTERMED ITALIAN II,A,Lect,2,9,22%,5,5,5,5,5,5,5,5,5,5
Spring,2011,CHISATO NINOMIYA,ML,82272,INTERMED JAPANESE II,A,Lect,5,12,42%,11.6,5,4.8,5,5,4.6,4.8,5,5,4.8
Spring,2011,CHISATO NINOMIYA,ML,82272,INTERMED JAPANESE II,B,Lect,5,12,42%,9.2,4.8,4.6,4.6,4.8,4.4,4.6,4.6,4.4,4.4
Spring,2011,SHINGO ICHIKAWA,ML,82272,INTERMED JAPANESE II,C,Lect,9,11,82%,9.67,4.78,4.89,4.89,4.89,4.78,5,4.78,4.89,4.78
Spring,2011,NAOKO TAGUCHI,ML,82273,INTRO JAP LANG/CULT,A,Lect,10,15,67%,7.1,4.8,4.7,4.7,4.6,4.7,4.7,5,4.8,4.4
Spring,2011,BARBARA LITT,ML,82273,INTRO JAP LANG/CULT,B,Lect,7,13,54%,7.14,4.71,4.86,4.71,4.57,4.71,4.71,5,4.43,4.43
Spring,2011,SUSAN POLANSKY,ML,82281,TUTOR COMM OUTREACH,A,Lect,4,7,57%,8.75,4.75,4.75,4.75,4.75,4.75,4.5,4.75,4.75,5
Spring,2011,NAUM KATS,ML,82292,INT RUSSIAN II,A,Lect,6,8,75%,5,5,4.17,4.17,4.5,4.83,4.67,5,4.67,4.83
Spring,2011,BONNIE YOUNGS,ML,82303,FRENCH CULTURE,A,Lect,12,18,67%,9.5,4.42,4.5,4.5,4.25,4.5,4.42,4.5,4.33,4.25
Spring,2011,CHRISTOPHER JONES,ML,82304,FRANCOPHONE WORLD,A,Lect,8,8,100%,6.5,4.38,4.38,4.13,4.38,4.5,4.63,4.75,4.25,4.13
Spring,2011,AMANI ATTIA,ML,82312,ARABC LANG & CULR II,A,Lect,5,7,71%,7.4,5,4.8,5,4.8,5,5,5,5,4.8
Spring,2011,STEPHEN BROCKMANN,ML,82323,GER AUS SWZRLND 20 C,A,Lect,11,15,73%,8.27,3.73,4,4,3.73,3.82,3.73,4.27,3.64,3.64
